GO.ID	Term	Annotated	Significant	Expected	p.value	nc	Genes
GO:0000126	transcription factor TFIIIB complex	5	1	0.7	0.52714	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc25606.1
GO:0000152	nuclear ubiquitin ligase complex	28	5	3.89	0.34864	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc23548.1
GO:0000152	nuclear ubiquitin ligase complex	28	5	3.89	0.34864	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc15486.1
GO:0000152	nuclear ubiquitin ligase complex	28	5	3.89	0.34864	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc36558.1
GO:0000152	nuclear ubiquitin ligase complex	28	5	3.89	0.34864	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc01144.1
GO:0000152	nuclear ubiquitin ligase complex	28	5	3.89	0.34864	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc05570.1
GO:0000176	nuclear exosome (RNase complex)	12	4	1.67	0.07348	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc08885.1
GO:0000176	nuclear exosome (RNase complex)	12	4	1.67	0.07348	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc15400.1
GO:0000176	nuclear exosome (RNase complex)	12	4	1.67	0.07348	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc15833.1
GO:0000176	nuclear exosome (RNase complex)	12	4	1.67	0.07348	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc28602.1
GO:0000177	cytoplasmic exosome (RNase complex)	7	4	0.97	0.00921	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc28602.1
GO:0000177	cytoplasmic exosome (RNase complex)	7	4	0.97	0.00921	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc15400.1
GO:0000177	cytoplasmic exosome (RNase complex)	7	4	0.97	0.00921	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc15833.1
GO:0000177	cytoplasmic exosome (RNase complex)	7	4	0.97	0.00921	5topCC.G2.ND.S-G2.ND.NS.both.txt	Lc08885.1
